year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2025,11,WN,Southwest Airlines,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",250,51,13.84,0,18.28,0,18.88,1,0,3133,825,0,1257,0,1051
2025,11,WN,Southwest Airlines,PDX,"Portland, OR: Portland International",635,134,42.41,1,9.74,0.87,79.97,11,0,7127,2056,18,313,90,4650
2025,11,WN,Southwest Airlines,PHL,"Philadelphia, PA: Philadelphia International",465,98,33.09,0.44,18.65,1,44.83,10,0,5106,1733,53,585,178,2557
2025,11,WN,Southwest Airlines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",5777,1445,296.93,16.6,582.64,1.63,547.2,125,1,93507,15764,999,43038,116,33590
2025,11,WN,Southwest Airlines,PIT,"Pittsburgh, PA: Pittsburgh International",842,159,53.03,0.81,17.39,0,87.76,8,1,8651,2761,61,874,0,4955
2025,11,WN,Southwest Airlines,PNS,"Pensacola, FL: Pensacola International",150,30,6.46,0,5.94,0,16.6,0,0,1749,306,0,330,0,976
2025,11,WN,Southwest Airlines,PSP,"Palm Springs, CA: Palm Springs International",218,62,14.02,0,11.4,0,36.58,1,0,3733,725,0,720,0,2288
2025,11,WN,Southwest Airlines,PVD,"Providence, RI: Rhode Island Tf Green International",421,86,27.33,0.44,14.08,0,44.15,5,0,4009,1036,44,596,0,2333
2025,11,WN,Southwest Airlines,PWM,"Portland, ME: Portland International Jetport",109,18,10.86,0,0.64,0,6.51,0,0,755,428,0,14,0,313
2025,11,WN,Southwest Airlines,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",815,149,44.47,2.7,23,0,78.82,13,0,8083,1969,99,1054,0,4961
2025,11,WN,Southwest Airlines,RIC,"Richmond, VA: Richmond International",171,36,14.62,0,5.46,0,15.92,1,0,1772,626,0,263,0,883
2025,11,WN,Southwest Airlines,RNO,"Reno, NV: Reno/Tahoe International",644,121,25.81,1,9.87,0.08,84.24,8,2,6499,1156,30,430,7,4876
2025,11,WN,Southwest Airlines,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",161,31,11.19,1,4.89,0,13.92,2,0,1578,505,16,152,0,905
2025,11,WN,Southwest Airlines,RSW,"Fort Myers, FL: Southwest Florida International",738,127,39.11,0,29.31,0.78,57.81,11,1,7509,1934,0,1715,38,3822
2025,11,WN,Southwest Airlines,SAN,"San Diego, CA: San Diego International",3152,856,202.26,5.36,349.86,1.53,296.98,91,5,47047,10924,332,18274,115,17402
2025,11,WN,Southwest Airlines,SAT,"San Antonio, TX: San Antonio International",1327,253,69.26,2.73,32.49,0.26,148.25,9,1,13468,2584,116,1364,22,9382
2025,11,WN,Southwest Airlines,SAV,"Savannah, GA: Savannah/Hilton Head International",215,42,14.21,0.71,4.08,0,23.01,1,0,2315,806,68,186,0,1255
2025,11,WN,Southwest Airlines,SBA,"Santa Barbara, CA: Santa Barbara Municipal",154,34,11.42,0,2.86,0,19.72,2,0,1849,537,0,124,0,1188
2025,11,WN,Southwest Airlines,SDF,"Louisville, KY: Louisville Muhammad Ali International",420,74,21.46,0.27,11.72,0,40.56,16,1,3902,1383,16,433,0,2070
2025,11,WN,Southwest Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",526,127,40.59,0,22.22,0.7,63.49,8,0,5842,1759,0,763,14,3306
2025,11,WN,Southwest Airlines,SFO,"San Francisco, CA: San Francisco International",753,278,63.03,3.77,102.76,0,108.44,15,0,16757,3684,350,6226,0,6497
2025,11,WN,Southwest Airlines,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",2199,389,88.61,3.17,42.31,0.5,254.41,20,0,20557,3924,230,1215,20,15168
2025,11,WN,Southwest Airlines,SJU,"San Juan, PR: Luis Munoz Marin International",308,77,33.4,0.06,16.32,0,27.21,2,0,3528,1346,1,793,0,1388
2025,11,WN,Southwest Airlines,SLC,"Salt Lake City, UT: Salt Lake City International",868,159,53.42,0.19,12.32,0,93.07,14,0,9248,2867,23,476,0,5882
2025,11,WN,Southwest Airlines,SMF,"Sacramento, CA: Sacramento International",2678,496,130.45,5.95,45.04,0.84,313.71,20,8,26170,6905,221,1886,64,17094
2025,11,WN,Southwest Airlines,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",1249,226,68.12,1.92,25.28,0,130.68,9,0,11144,3480,82,829,0,6753
2025,11,WN,Southwest Airlines,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",396,69,25.03,0,11.43,0,32.54,4,0,3375,1039,0,448,0,1888
2025,11,WN,Southwest Airlines,STL,"St. Louis, MO: St Louis Lambert International",3279,581,157.67,3.57,103.95,3.47,312.34,21,3,34158,8276,295,5719,197,19671
2025,11,WN,Southwest Airlines,TPA,"Tampa, FL: Tampa International",1970,414,126.49,3.22,58.89,2.25,223.14,33,0,25775,7503,413,2581,51,15227
2025,11,WN,Southwest Airlines,TUL,"Tulsa, OK: Tulsa International",471,101,26.55,1.07,9.96,0,63.42,4,0,5861,1003,170,370,0,4318
2025,11,WN,Southwest Airlines,TUS,"Tucson, AZ: Tucson International",403,81,24.04,0.23,9.71,0,47.03,6,0,4175,1341,5,338,0,2491
2025,11,WN,Southwest Airlines,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",111,13,3.8,0.33,3.52,0,5.35,0,0,515,168,27,119,0,201
2025,11,YV,Mesa Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",67,6,1.27,1.4,1.97,0,1.37,1,0,616,62,331,78,0,145
2025,11,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",54,9,5.48,0,2.2,0,1.32,2,0,1274,483,0,196,0,595
2025,11,YV,Mesa Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",20,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025,11,YV,Mesa Airlines Inc.,BDL,"Hartford, CT: Bradley International",35,3,1.15,0,1,0,0.85,4,0,133,85,0,15,0,33
2025,11,YV,Mesa Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",91,18,10.17,0.62,2.38,0,4.83,2,0,1276,647,86,131,0,412
2025,11,YV,Mesa Airlines Inc.,BNA,"Nashville, TN: Nashville International",71,8,2.03,0,3.92,0,2.04,0,1,615,166,0,274,0,175
2025,11,YV,Mesa Airlines Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",66,12,4.51,2,2.95,0,2.54,3,0,360,127,97,58,0,78
2025,11,YV,Mesa Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",14,5,3.44,0,1,0,0.56,1,1,256,222,0,24,0,10
2025,11,YV,Mesa Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",14,0,0,0,0,0,0,3,0,0,0,0,0,0,0
2025,11,YV,Mesa Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",83,19,4.64,1,7.44,0,5.91,1,0,700,134,114,219,0,233
2025,11,YV,Mesa Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",47,7,2.91,0,4,0,0.09,2,0,316,192,0,115,0,9
2025,11,YV,Mesa Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",123,18,7.74,0,3.44,0,6.82,4,0,1353,401,0,309,0,643
2025,11,YV,Mesa Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",76,7,3.55,0,1.78,0,1.67,2,0,280,142,0,67,0,71
2025,11,YV,Mesa Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",30,5,2.15,0.92,1.33,0,0.6,0,0,574,103,373,69,0,29
2025,11,YV,Mesa Airlines Inc.,CRP,"Corpus Christi, TX: Corpus Christi International",67,16,4.77,1.98,2.09,0,7.16,1,0,799,358,80,57,0,304
2025,11,YV,Mesa Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",42,5,1.51,0,2,0,1.49,1,0,256,111,0,53,0,92
2025,11,YV,Mesa Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",29,7,1.95,0,3.02,0,2.03,3,0,872,204,0,391,0,277
2025,11,YV,Mesa Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",29,5,3.04,0,1.14,0,0.83,1,0,442,191,0,99,0,152
2025,11,YV,Mesa Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",131,25,15.11,0,8.38,0,1.51,0,0,1126,801,0,246,0,79
2025,11,YV,Mesa Airlines Inc.,ECP,"Panama City, FL: Northwest Florida Beaches International",53,13,6.99,1.28,3.21,0,1.52,0,2,643,360,71,85,0,127
2025,11,YV,Mesa Airlines Inc.,ELP,"El Paso, TX: El Paso International",130,23,13.67,0.85,2.38,0,6.1,0,0,1316,704,93,157,0,362
2025,11,YV,Mesa Airlines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",30,9,2.27,1.78,3.04,0,1.9,0,0,1171,123,851,121,0,76
2025,11,YV,Mesa Airlines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",57,11,3.53,0.58,1.33,0,5.56,0,0,1052,271,49,126,0,606
2025,11,YV,Mesa Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",737,107,18.15,0.47,55.23,0,33.14,22,0,6982,1104,15,2775,0,3088
2025,11,YV,Mesa Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",2372,357,94.43,4.04,169.75,0,88.78,49,1,26312,7139,313,8601,0,10259
2025,11,YV,Mesa Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",89,16,6.71,0,6.41,0,2.88,0,0,806,588,0,117,0,101
2025,11,YV,Mesa Airlines Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",28,3,0.97,1,1,0,0.03,5,0,171,69,77,23,0,2
2025,11,YV,Mesa Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",60,4,1.98,0,0.26,0,1.76,1,0,176,92,0,5,0,79
2025,11,YV,Mesa Airlines Inc.,LBB,"Lubbock, TX: Lubbock Preston Smith International",31,5,2.09,1,0.5,0,1.41,0,0,581,246,48,56,0,231
2025,11,YV,Mesa Airlines Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",73,15,9.08,1.81,2.86,0,1.25,0,0,653,377,150,96,0,30
2025,11,YV,Mesa Airlines Inc.,LGA,"New York, NY: LaGuardia",31,8,1.78,0,6.02,0,0.2,5,0,292,55,0,226,0,11
2025,11,YV,Mesa Airlines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",27,4,0.2,0.42,0.71,0,2.67,0,0,231,6,54,52,0,119
2025,11,YV,Mesa Airlines Inc.,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",82,11,3.29,0,3.37,0,4.34,3,0,606,104,0,150,0,352
2025,11,YV,Mesa Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",161,20,7.99,0,6.31,0,5.7,1,0,1076,452,0,253,0,371
2025,11,YV,Mesa Airlines Inc.,MEM,"Memphis, TN: Memphis International",52,5,1.87,0,1.72,0,1.41,2,0,245,53,0,60,0,132
2025,11,YV,Mesa Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",59,12,3.51,3.66,3.54,0,1.29,1,0,1317,123,663,162,0,369
2025,11,YV,Mesa Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",57,9,3.67,0,4.26,0,1.07,2,0,424,242,0,139,0,43
2025,11,YV,Mesa Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,11,YV,Mesa Airlines Inc.,OKC,"Oklahoma City, OK: Okc Will Rogers International",136,23,7.36,3.18,3.41,0,9.05,2,1,1493,204,264,244,0,781
2025,11,YV,Mesa Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",29,2,0.42,0,1.58,0,0,1,0,60,15,0,45,0,0
2025,11,YV,Mesa Airlines Inc.,ORF,"Norfolk, VA: Norfolk International",57,4,2.19,0,1.29,0,0.51,0,0,359,105,0,192,0,62
2025,11,YV,Mesa Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,11,YV,Mesa Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",16,2,0.56,0,0.67,0,0.78,1,0,51,15,0,22,0,14
2025,11,YV,Mesa Airlines Inc.,PSP,"Palm Springs, CA: Palm Springs International",27,4,1.8,0,1.87,0,0.33,0,0,252,96,0,138,0,18
2025,11,YV,Mesa Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",27,3,0.89,0,2.09,0,0.02,1,0,149,50,0,98,0,1
2025,11,YV,Mesa Airlines Inc.,RIC,"Richmond, VA: Richmond International",59,13,3.31,0,4.69,0,5,0,0,904,249,0,248,0,407
2025,11,YV,Mesa Airlines Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025,11,YV,Mesa Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",30,2,1.04,0,0,0,0.96,4,0,46,19,0,0,0,27
2025,11,YV,Mesa Airlines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",175,19,7.73,0,2.75,0,8.53,0,1,1586,636,0,81,0,869
2025,11,YV,Mesa Airlines Inc.,SBN,"South Bend, IN: South Bend International",30,5,3.49,0,1,0,0.51,1,0,413,318,0,30,0,65
2025,11,YV,Mesa Airlines Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",148,19,9.73,1.03,2.2,0,6.04,3,1,1261,506,101,66,0,588
2025,11,YV,Mesa Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",17,4,0.83,0.31,1.19,0,1.67,0,0,208,28,25,71,0,84
2025,11,YV,Mesa Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",65,7,2,1.93,1.11,0,1.96,2,0,346,49,171,32,0,94
2025,11,YV,Mesa Airlines Inc.,TUL,"Tulsa, OK: Tulsa International",6,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025,11,YV,Mesa Airlines Inc.,TUS,"Tucson, AZ: Tucson International",57,6,3.27,1.14,0.69,0,0.9,0,0,433,264,29,56,0,84
2025,11,YV,Mesa Airlines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas National",116,25,11.23,1.86,6.04,0,5.87,2,0,1341,600,117,228,0,396
2025,11,YX,Republic Airline,ALB,"Albany, NY: Albany International",143,31,2.2,1.67,12.83,0,14.3,9,0,2234,156,242,687,0,1149
2025,11,YX,Republic Airline,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",207,54,8.76,1,17.95,0,26.3,11,0,3418,660,53,782,0,1923
2025,11,YX,Republic Airline,AVL,"Asheville, NC: Asheville Regional",39,10,2.4,0,4.57,0,3.03,1,0,738,134,0,397,0,207
2025,11,YX,Republic Airline,BDL,"Hartford, CT: Bradley International",167,36,8.27,1.67,11.26,0,14.81,7,0,2492,735,137,492,0,1128
2025,11,YX,Republic Airline,BGR,"Bangor, ME: Bangor International",5,1,0.02,0,0,0,0.98,0,0,133,3,0,0,0,130
2025,11,YX,Republic Airline,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",32,7,1.29,0.27,2.01,0,3.42,2,0,368,33,23,160,0,152
2025,11,YX,Republic Airline,BNA,"Nashville, TN: Nashville International",638,158,31.3,2.08,69.32,0,55.3,24,1,10212,1665,272,3541,0,4734
2025,11,YX,Republic Airline,BOS,"Boston, MA: Logan International",2626,464,117.31,8.64,198.14,1.47,138.45,119,4,38308,11627,654,14523,85,11419
2025,11,YX,Republic Airline,BTV,"Burlington, VT: Patrick Leahy Burlington International",86,10,3.78,0,1.37,0,4.85,1,2,600,250,0,32,0,318
2025,11,YX,Republic Airline,BUF,"Buffalo, NY: Buffalo Niagara International",239,72,11.72,1,24.39,0,34.89,13,0,5775,1287,42,1376,0,3070
2025,11,YX,Republic Airline,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",85,10,7.53,0,0.42,0,2.05,5,0,1033,851,0,13,0,169
2025,11,YX,Republic Airline,CAE,"Columbia, SC: Columbia Metropolitan",50,14,1.69,0,2.75,0,9.56,3,0,1370,303,0,280,0,787
2025,11,YX,Republic Airline,CHA,"Chattanooga, TN: Lovell Field",59,18,2.6,1.59,4.92,0,8.89,4,0,2135,98,1188,261,0,588
2025,11,YX,Republic Airline,CHO,"Charlottesville, VA: Charlottesville Albemarle",31,12,1.31,0,5.66,0,5.04,0,0,871,94,0,287,0,490
2025,11,YX,Republic Airline,CHS,"Charleston, SC: Charleston AFB/International",145,30,5.31,0.07,9.49,0,15.13,8,0,2122,476,11,551,0,1084
2025,11,YX,Republic Airline,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",60,13,2.6,2.44,4.29,0,3.67,7,0,1012,168,247,254,0,343
2025,11,YX,Republic Airline,CLE,"Cleveland, OH: Cleveland-Hopkins International",468,101,20.28,0,36.03,0,44.7,19,0,7137,1255,0,2262,0,3620
2025,11,YX,Republic Airline,CLT,"Charlotte, NC: Charlotte Douglas International",386,74,21.23,0.43,32.62,0,19.73,19,0,5371,1770,51,1830,0,1720
2025,11,YX,Republic Airline,CMH,"Columbus, OH: John Glenn Columbus International",1102,227,58.53,1.64,81.53,0,85.3,42,2,18224,5264,580,4163,0,8217
2025,11,YX,Republic Airline,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",395,72,16.09,0.63,32.31,0,22.96,23,0,4163,1042,50,1503,0,1568
2025,11,YX,Republic Airline,DCA,"Washington, DC: Ronald Reagan Washington National",2274,707,94.06,4.34,422.84,0,185.76,95,15,40864,6369,259,20035,0,14201
2025,11,YX,Republic Airline,DSM,"Des Moines, IA: Des Moines International",114,29,2.74,0.1,7.91,0,18.25,11,0,1663,144,10,398,0,1111
2025,11,YX,Republic Airline,DTW,"Detroit, MI: Detroit Metro Wayne County",445,69,13.95,0.2,28.91,0,25.94,34,0,4298,819,13,1351,0,2115
2025,11,YX,Republic Airline,ECP,"Panama City, FL: Northwest Florida Beaches International",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,11,YX,Republic Airline,EWR,"Newark, NJ: Newark Liberty International",1705,313,45.15,3.94,196.34,0,67.57,146,1,22484,3164,454,13556,0,5310
2025,11,YX,Republic Airline,EYW,"Key West, FL: Key West International",123,28,8.31,0,14.65,0,5.03,2,0,1528,454,0,593,0,481
2025,11,YX,Republic Airline,GRB,"Green Bay, WI: Green Bay Austin Straubel International",76,12,5.97,0.69,3,0,2.35,5,0,1142,553,75,223,0,291
2025,11,YX,Republic Airline,GRR,"Grand Rapids, MI: Gerald R. Ford International",206,45,12.87,0.7,18.01,0,13.43,14,1,3271,1022,93,921,0,1235
2025,11,YX,Republic Airline,GSO,"Greensboro/High Point, NC: Piedmont Triad International",246,70,14.1,0.21,22.9,0,32.79,17,0,4964,1197,15,1283,0,2469
2025,11,YX,Republic Airline,GSP,"Greer, SC: Greenville-Spartanburg International",120,31,3.83,0,9.05,0,18.13,12,0,2132,181,0,538,0,1413
2025,11,YX,Republic Airline,HHH,"Hilton Head, SC: Hilton Head Airport",29,4,1.31,0,0.25,0,2.44,0,0,235,72,0,21,0,142
2025,11,YX,Republic Airline,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,11,YX,Republic Airline,IAD,"Washington, DC: Washington Dulles International",671,86,16.4,0.49,29.43,0,39.68,35,0,6152,1271,32,1288,0,3561
2025,11,YX,Republic Airline,IAH,"Houston, TX: George Bush Intercontinental/Houston",107,23,4.63,1.82,11.44,0,5.11,9,0,1496,417,198,455,0,426
2025,11,YX,Republic Airline,ILM,"Wilmington, NC: Wilmington International",143,41,5.73,0.03,21.99,0,13.25,9,0,2377,595,1,859,0,922
2025,11,YX,Republic Airline,IND,"Indianapolis, IN: Indianapolis International",1187,257,68.2,4.42,72.18,0,112.19,50,0,18481,4599,701,3832,0,9349
2025,11,YX,Republic Airline,JAX,"Jacksonville, FL: Jacksonville International",168,44,11.55,0.88,15.41,0,16.16,2,0,3580,820,97,884,0,1779
2025,11,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",1271,228,62.68,4.41,78.85,0,82.07,60,4,14221,3385,496,4637,0,5703
2025,11,YX,Republic Airline,LEX,"Lexington, KY: Blue Grass",24,7,1.95,0,1.13,0,3.92,1,0,394,99,0,58,0,237
2025,11,YX,Republic Airline,LGA,"New York, NY: LaGuardia",4536,1229,176.55,28.05,684.32,0.15,339.94,218,4,106512,18049,3513,52993,12,31945
2025,11,YX,Republic Airline,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",40,12,2.07,0,2.42,0,7.5,3,0,1541,825,0,94,0,622
2025,11,YX,Republic Airline,MCI,"Kansas City, MO: Kansas City International",86,16,2.78,0,5.48,0,7.75,6,0,819,140,0,188,0,491
2025,11,YX,Republic Airline,MDT,"Harrisburg, PA: Harrisburg International",30,2,0.09,0,1,0,0.91,2,0,134,9,0,33,0,92
2025,11,YX,Republic Airline,MEM,"Memphis, TN: Memphis International",278,53,15.32,0.17,14.17,0,23.34,14,0,3779,1042,41,795,0,1901
2025,11,YX,Republic Airline,MIA,"Miami, FL: Miami International",84,23,5.62,0,6.83,0,10.55,2,0,1424,267,0,253,0,904
2025,11,YX,Republic Airline,MKE,"Milwaukee, WI: General Mitchell International",204,29,9.55,0,12,0,7.45,23,0,1602,537,0,581,0,484
2025,11,YX,Republic Airline,MSN,"Madison, WI: Dane County Regional-Truax Field",109,34,4.49,0.02,13.25,0,16.24,3,0,1984,309,4,532,0,1139
2025,11,YX,Republic Airline,MSP,"Minneapolis, MN: Minneapolis-St Paul International",97,18,1.98,1.11,7.71,0,7.2,14,0,1424,102,323,446,0,553
2025,11,YX,Republic Airline,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",55,12,0.83,0.7,3.73,0,6.74,1,0,807,56,130,139,0,482
2025,11,YX,Republic Airline,MYR,"Myrtle Beach, SC: Myrtle Beach International",13,4,0.37,0,3.23,0,0.41,0,0,160,13,0,125,0,22
2025,11,YX,Republic Airline,OKC,"Oklahoma City, OK: Okc Will Rogers International",81,32,7.38,0,7.61,0,17.01,2,1,1922,375,0,338,0,1209
2025,11,YX,Republic Airline,OMA,"Omaha, NE: Eppley Airfield",26,2,1.87,0,0,0,0.13,2,0,278,258,0,0,0,20
2025,11,YX,Republic Airline,ORD,"Chicago, IL: Chicago O'Hare International",3090,700,87.81,16.12,392.76,0.29,203.02,232,5,54478,6986,2622,24634,13,20223
2025,11,YX,Republic Airline,ORF,"Norfolk, VA: Norfolk International",364,74,20.42,0.08,26.77,0,26.73,27,0,5174,1976,3,1215,0,1980
2025,11,YX,Republic Airline,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",1,1,0,0,1,0,0,0,0,38,0,0,38,0,0
2025,11,YX,Republic Airline,PHL,"Philadelphia, PA: Philadelphia International",533,69,20.38,1.32,14.74,0,32.56,13,0,4930,1014,584,697,0,2635
2025,11,YX,Republic Airline,PIT,"Pittsburgh, PA: Pittsburgh International",976,179,33.04,2.22,49.34,0,94.39,36,1,13441,2539,219,2873,0,7810
2025,11,YX,Republic Airline,PVD,"Providence, RI: Rhode Island Tf Green International",37,10,0.7,0,4.93,0,4.37,0,0,330,18,0,108,0,204
2025,11,YX,Republic Airline,PWM,"Portland, ME: Portland International Jetport",192,36,12.45,0,9.01,0,14.55,9,0,2295,644,0,423,0,1228
2025,11,YX,Republic Airline,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",596,151,26.31,0.32,61.77,0,62.6,27,0,9930,1706,58,3590,0,4576
2025,11,YX,Republic Airline,RIC,"Richmond, VA: Richmond International",400,83,21.07,0,36.53,0.35,25.05,23,0,4834,1423,0,1601,18,1792
2025,11,YX,Republic Airline,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",62,18,3.84,0,4.81,0,9.35,6,0,1199,175,0,236,0,788
2025,11,YX,Republic Airline,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",209,39,7.14,0,12.75,0,19.11,13,3,2583,436,0,696,0,1451
2025,11,YX,Republic Airline,SAV,"Savannah, GA: Savannah/Hilton Head International",144,36,11.42,0,15.25,0,9.33,8,0,1694,444,0,614,0,636
2025,11,YX,Republic Airline,SBN,"South Bend, IN: South Bend International",10,1,0,0,1,0,0,0,0,21,0,0,21,0,0
2025,11,YX,Republic Airline,SCE,"State College, PA: State College Regional",8,2,0.71,1,0.29,0,0,0,0,130,46,65,19,0,0
2025,11,YX,Republic Airline,SDF,"Louisville, KY: Louisville Muhammad Ali International",488,94,19.49,4.15,32.93,0,37.43,29,1,7661,1696,1085,1559,0,3321
2025,11,YX,Republic Airline,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",27,2,0,0,2,0,0,3,0,32,0,0,32,0,0
